epoch,training loss,validation loss
0,3.667431071982719,0.4520123710972257
1,1.8514251013984904,0.3872806759318337
2,1.7257937563117594,0.3526432920480147
3,1.6433474051882513,0.34462895966134965
4,1.5075825662934221,0.2955641577427741
5,1.4376916282926686,0.2843873084639199
6,1.3694466456072405,0.27658943776623346
7,1.339468354883138,0.3735480195027776
8,1.3287961496971548,0.2983508537290618
9,1.3137645824463107,0.283766194304917
10,1.2968021460692398,0.2627302299661096
11,1.250772395520471,0.28484172897879034
12,1.2557934895448852,0.27487973001552746
13,1.2399363776785322,0.249484620813746
14,1.1903977142646909,0.2689844488631934
15,1.200537493772572,0.3103561190655455
16,1.2011261926672887,0.25922692989115603
17,1.1955272917402908,0.254148269421421
18,1.1977744001778774,0.24376206446322612
19,1.1807782047835644,0.2636405721423216
20,1.1684519127593376,0.23992819181876257
21,1.141263718076516,0.25828239583643153
22,1.1659886892593931,0.25257421666174196
23,1.1510311761521734,0.245787489839131
24,1.140211012068903,0.26262890244834125
25,1.1174099363270216,0.24275302625028417
26,1.1285278722352814,0.24694521763012744
27,1.1230840843345504,0.23769120435463265
28,1.1028748508542776,0.2447242111666128
29,1.0963624771102332,0.24281555780908093
30,1.085113207314862,0.2601200329081621
31,1.096668625192251,0.24913059364189394
32,1.0988001291407272,0.24948859427240677
33,1.0684373767289799,0.24774435194558464
34,1.0757407704368234,0.24934006773401052
35,1.0661014768993482,0.24110751022817567
36,1.082871823105961,0.2442545456578955
37,1.0777140909049194,0.23930881640990265
38,1.074303098139353,0.24079866669490002
39,1.0611578825046308,0.23912321295938455
40,1.043535833916394,0.24315023407689296
41,1.0720552319544367,0.23546969392918982
42,1.0177162037289236,0.24003234130213968
43,1.035602068004664,0.258663322951179
44,1.0792177703988273,0.2391846613609232
45,1.0555434946145397,0.24147498863749206
46,1.0563098982092924,0.2415929209382739
47,1.066129954851931,0.2405667198181618
48,1.0606424626603257,0.24841628881404176
49,1.0629170337924734,0.24014212129986845
50,1.0537075690808706,0.2434083264961373
51,1.0362470088584814,0.24051586413406767
52,1.064487078518141,0.23782059916993603
53,1.0472246326098684,0.2350567661342211
54,1.0537908001278993,0.2488634691981133
55,1.0285150061827153,0.24018669876386411
56,1.0574816947628278,0.23677859391318634
57,1.046659740852192,0.23993850921397097
58,1.0458185415482149,0.23858955700416118
59,1.0400931063340977,0.23590026621241122
60,1.046508838859154,0.23764385425602086
61,1.0316721623239573,0.2413280018081423
62,1.050987963884836,0.24163479564595036
63,1.049315867072437,0.23604790036915801
64,1.0498736835143063,0.24319880185066722
65,1.0416977712302469,0.23673542693722993
66,1.0609810703608673,0.23770149037591182
67,1.0574783033807762,0.238282347767381
68,1.0315500220749527,0.24068502825684845
69,1.0548164219944738,0.23706105508608744
70,1.0640029279747978,0.23943958285963163
71,1.0256845507828984,0.23695311453775503
72,1.0329912205052096,0.23722562592593022
73,1.0318401698896196,0.23709435667842627
74,1.0261966045654844,0.23618352026096545
75,1.040281009831233,0.23735648178262636
76,1.038835752144223,0.2383210927073378
77,1.0351774526643567,0.23806543325190432
78,1.0399819924787153,0.2385823717340827
79,1.0536523462506011,0.2383185273502022
80,1.0406146434543189,0.2375840257445816
81,1.0281593021936715,0.23786892645875923
82,1.0275083677843213,0.23940710216993466
83,1.046219379757531,0.23865249173832126
84,1.0188919087813701,0.23726946307579055
85,1.0402441038168035,0.2375528747215867
86,1.0296607342606876,0.2376952160266228
87,1.0399833444971591,0.23823404556605965
88,1.0514435040822718,0.23793486921931617
89,1.033362379996106,0.23873711068881676
90,1.0122277686023153,0.23836864900658838
91,1.0518130794807803,0.23898211287450977
92,1.0610780892311595,0.23862378424382769
93,1.0183004089340102,0.23767038650112227
94,1.0192839964001905,0.2373004103137646
95,1.0298563238466159,0.23747493044356816
96,1.0376136587001383,0.23787934659048915
97,1.0490137537417468,0.23791489435825497
98,1.0191300513979513,0.23768790872418322
99,1.0287179428269155,0.2374933545361273
