epoch,training loss,validation loss
0,18.852244748733938,4.48856895416975
1,17.09247087687254,3.7345298677682877
2,10.075490076560527,2.1891444153152406
3,8.445095401257277,1.4661906145047396
4,7.964283192064613,1.5192246530205011
5,7.744482925627381,1.498623262392357
6,7.35873284842819,1.525386641267687
7,7.325722598005086,1.4043154078535736
8,7.198167886119336,1.5924865496344864
9,7.055579533800483,1.365801440551877
10,7.042825643904507,1.3475970679428428
11,6.948580547235906,1.2632605116814375
12,6.925593884196132,1.3249388709664345
13,6.906038339016959,1.2597900116816163
14,6.809176684124395,1.258674474665895
15,6.786591227632016,1.2318917936645448
16,6.770612913183868,1.249364512739703
17,6.7236099895089865,1.2391408591065556
18,6.718350953888148,1.3162351921200752
19,6.607328652404249,1.4824911123141646
20,6.610115593764931,1.3764427709393203
21,6.6467837176751345,1.2955734124407172
22,6.543785638175905,1.258491356158629
23,6.52217350108549,1.3478952005971223
24,6.49550504446961,1.2401121179573238
25,6.518277082592249,1.2320081742946059
26,6.5073064903263,1.2234826150815934
27,6.513955112081021,1.2398940867278725
28,6.411279248073697,1.2304689467418939
29,6.4496887642890215,1.2444697578903288
30,6.424529157578945,1.2070202007889748
31,6.516758186277002,1.2358766708057374
32,6.352537524420768,1.209301149006933
33,6.403413919731975,1.205580028006807
34,6.374631172278896,1.1907487283460796
35,6.3797325496561825,1.2126671392470598
36,6.3840672969818115,1.223368603270501
37,6.348181057255715,1.2395153548568487
38,6.364245472243056,1.209316820371896
39,6.308443881105632,1.198050612816587
40,6.3421253964770585,1.2048721336759627
41,6.273617995204404,1.2219251252245158
42,6.298947824165225,1.1954584929626435
43,6.300536388531327,1.1915718256495893
44,6.31866573356092,1.200005660764873
45,6.311342830769718,1.1933857616968453
46,6.3140378089156,1.1783622968941927
47,6.2204946691636,1.184518929803744
48,6.290211593033746,1.1954481562133878
49,6.217260806355625,1.1954674783628434
50,6.264029758051038,1.199854087550193
51,6.3340163086541,1.2038598014041781
52,6.267424204852432,1.2124223024584353
53,6.296279631089419,1.2011933929752558
54,6.199866113718599,1.1877331065479666
55,6.2726172101683915,1.2109787019435316
56,6.257294028298929,1.1863385210745037
57,6.319577125599608,1.1890885215252638
58,6.193938808981329,1.189941037679091
59,6.2304328749887645,1.1903756151441485
60,6.214470731560141,1.1902187194209546
61,6.17515810020268,1.1925407503731549
62,6.156517736148089,1.1927537475712597
63,6.216998117044568,1.1891647588927299
64,6.2764533292502165,1.1918729525059462
65,6.258908055257052,1.1935704958159477
66,6.162747437600046,1.1916513515170664
67,6.216366200707853,1.1904025389812887
68,6.236789227463305,1.1868774553295225
69,6.262399443658069,1.1890484965406358
70,6.23909271415323,1.1916655476670712
71,6.172589663648978,1.1859482091385871
72,6.1883558221161366,1.1882409050595015
73,6.1577552917879075,1.187683895463124
74,6.200636489316821,1.1869875525590032
75,6.218145637772977,1.18717951932922
76,6.199204927077517,1.1855169450864196
77,6.302901065675542,1.1883427617140114
78,6.2209773496724665,1.1869872424285859
79,6.222996560391039,1.1858961407560855
80,6.191419369773939,1.1886914558708668
81,6.173781286925077,1.1878197465557605
82,6.2002185033634305,1.187223501270637
83,6.212242201436311,1.186390419723466
84,6.118328327080235,1.1861995877698064
85,6.196764401160181,1.1877448656596243
86,6.220495272893459,1.1861559343524277
87,6.18992896634154,1.1848333170637488
88,6.190812153276056,1.1848594383336604
89,6.1673048958182335,1.1842507552355528
90,6.200534550007433,1.1844996165018529
91,6.170981810893863,1.1855091168545187
92,6.161658404627815,1.1851083452347666
93,6.267102538608015,1.1864244912285358
94,6.211406993679702,1.1865364550612867
95,6.151578608900309,1.1869358979165554
96,6.1860350226052105,1.1869259781669825
97,6.144490574952215,1.1857634391635656
98,6.2318002143874764,1.1858432409353554
99,6.188382854685187,1.1859107643831521
