epoch,training loss,validation loss
0,16.639029003679752,1.637528233230114
1,15.700329229235649,1.6510964184999466
2,15.654161736369133,1.6335483640432358
3,15.651464961469173,1.6363904103636742
4,15.517221547663212,1.6358689740300179
5,15.502535380423069,1.6370365768671036
6,15.204962469637394,1.5845279693603516
7,14.527053512632847,1.5738200694322586
8,14.292508259415627,1.492808185517788
9,14.109908930957317,1.4665454924106598
10,13.84906516969204,1.464208211749792
11,13.836491607129574,1.478840634226799
12,13.697156496345997,1.4529251158237457
13,13.58024750649929,1.4668598547577858
14,13.460153639316559,1.4395342245697975
15,13.331042304635048,1.415907297283411
16,13.376873403787613,1.429421242326498
17,13.20054578781128,1.3997086063027382
18,13.129007026553154,1.3979222849011421
19,13.077113851904869,1.4056889489293098
20,12.996697127819061,1.3823694586753845
21,12.927659757435322,1.3932134360074997
22,12.902917832136154,1.3651960231363773
23,12.86964312940836,1.3630922511219978
24,12.855166621506214,1.357655193656683
25,12.777652852237225,1.3502979576587677
26,12.777360454201698,1.3530796021223068
27,12.74437615275383,1.3668389990925789
28,12.773419879376888,1.3461467139422894
29,12.707500584423542,1.3496006019413471
30,12.67888504639268,1.3423083052039146
31,12.66700953617692,1.3452455922961235
32,12.654287409037352,1.3460014946758747
33,12.630175739526749,1.344661869108677
34,12.655446045100689,1.3404262065887451
35,12.631954912096262,1.338382251560688
36,12.621147058904171,1.3372370898723602
37,12.606602888554335,1.3349633440375328
38,12.616545163094997,1.3377722688019276
39,12.614607501775026,1.3355873078107834
40,12.600151538848877,1.334607295691967
41,12.592333070933819,1.3366200663149357
42,12.590954951941967,1.3359131291508675
43,12.578427091240883,1.3346786238253117
44,12.580789729952812,1.3356053158640862
45,12.583833314478397,1.3348975591361523
46,12.58045370131731,1.335357427597046
47,12.5818822234869,1.3343550711870193
48,12.577347375452518,1.3339437060058117
49,12.574441745877266,1.3342932611703873
50,12.570624474436045,1.334642916917801
51,12.565629076212645,1.333940777927637
52,12.568909049034119,1.3348188176751137
53,12.56928675621748,1.334501188248396
54,12.561008751392365,1.3339542970061302
55,12.562126841396093,1.3344511911273003
56,12.56500755995512,1.3340242505073547
57,12.559082448482513,1.3336923085153103
58,12.564123746007681,1.3336394727230072
59,12.55522346496582,1.3334621861577034
60,12.564797814935446,1.3337515406310558
61,12.557598695158958,1.3335219658911228
62,12.555350359529257,1.3335260562598705
63,12.561351899057627,1.333567701280117
64,12.55209918320179,1.333535548299551
65,12.554216805845499,1.3334818072617054
66,12.552127420902252,1.333482999354601
67,12.55663213133812,1.3334516249597073
68,12.557958364486694,1.3334283716976643
69,12.56411250680685,1.3334364034235477
70,12.561598237603903,1.333372674882412
71,12.554107747972012,1.3333314917981625
72,12.55004420876503,1.3333504162728786
73,12.552240151911974,1.3333664685487747
74,12.54576400667429,1.333357635885477
75,12.545728664845228,1.3333134017884731
76,12.557668432593346,1.333321202546358
77,12.547729402780533,1.333317968994379
78,12.55361408740282,1.3333224691450596
79,12.552480600774288,1.333322573453188
80,12.548641346395016,1.3333033360540867
81,12.552494466304779,1.3333194926381111
82,12.55918276682496,1.3333081677556038
83,12.549570478498936,1.3333184830844402
84,12.552066184580326,1.3333174772560596
85,12.558607384562492,1.333327155560255
86,12.541372880339622,1.3333228416740894
87,12.547591462731361,1.333316508680582
88,12.553563058376312,1.3333153948187828
89,12.549390520900488,1.3333135545253754
90,12.55149482563138,1.3333194814622402
91,12.551914885640144,1.3333131894469261
92,12.552209474146366,1.3333108201622963
93,12.545374441891909,1.3333116322755814
94,12.553252670913935,1.3333071693778038
95,12.551042299717665,1.3333059810101986
96,12.549024015665054,1.3333038166165352
97,12.545835494995117,1.3333028964698315
98,12.548163507133722,1.3333038240671158
99,12.545532245188951,1.3333014622330666
