epoch,training loss,validation loss
0,20.46676267683506,2.1082509607076645
1,19.4573732316494,2.020618513226509
2,17.475872464478016,1.9157401099801064
3,17.48202197253704,1.8216053694486618
4,16.889427237212658,1.8046695441007614
5,16.76863133907318,1.808458261191845
6,16.56371331959963,1.816024273633957
7,15.910307981073856,1.6644162684679031
8,15.821572378277779,1.7752213552594185
9,15.322484493255615,1.6306603848934174
10,15.39275997877121,1.7087165042757988
11,15.132336899638176,1.6073956787586212
12,14.943621963262558,1.7648185268044472
13,15.222184658050537,1.6332016587257385
14,14.790280625224113,1.6134446114301682
15,14.807078316807747,1.5786289647221565
16,14.591695338487625,1.5858217254281044
17,14.547158189117908,1.580270566046238
18,14.545371063053608,1.5668727830052376
19,14.578104548156261,1.5728910565376282
20,14.518641918897629,1.5841017588973045
21,14.44167148321867,1.5906850919127464
22,14.381911549717188,1.5381201282143593
23,14.344773195683956,1.5497404038906097
24,14.341149013489485,1.5650817528367043
25,14.368520863354206,1.5419404804706573
26,14.28947102278471,1.5566917434334755
27,14.223278760910034,1.5408659055829048
28,14.227316465228796,1.532049648463726
29,14.201956935226917,1.5372443795204163
30,14.190515998750925,1.527035765349865
31,14.220580853521824,1.5324110239744186
32,14.137223582714796,1.5437470450997353
33,14.133116729557514,1.5308462902903557
34,14.074729602783918,1.5378528088331223
35,14.18116995319724,1.5277553275227547
36,14.11466808617115,1.5293380543589592
37,14.076989870518446,1.535066418349743
38,14.087453547865152,1.5351527109742165
39,14.092586033046246,1.5299741700291634
40,14.051632586866617,1.5266577005386353
41,14.018607649952173,1.5287978574633598
42,14.078039918094873,1.5268953144550323
43,14.060913980007172,1.5271052047610283
44,14.04706086218357,1.5258448421955109
45,14.036667928099632,1.5287462323904037
46,14.041595727205276,1.5269867777824402
47,14.02912799268961,1.5273180529475212
48,14.041517101228237,1.5265135914087296
49,14.01120899617672,1.528367094695568
50,14.016045983880758,1.5272963643074036
51,14.008640207350254,1.5273711830377579
52,14.010298199951649,1.5270205289125443
53,14.024876601994038,1.5287692695856094
54,14.013655815273523,1.5288040041923523
55,13.994676798582077,1.5279718413949013
56,14.009562771767378,1.5268575176596642
57,14.017518199980259,1.5273614823818207
58,14.008437387645245,1.5277684703469276
59,13.984838627278805,1.527347557246685
60,14.029025606811047,1.5274672284722328
61,13.98654942587018,1.5266042798757553
62,13.983581740409136,1.5269227772951126
63,14.002248629927635,1.527002938091755
64,14.013724491000175,1.5268688946962357
65,13.991472624242306,1.5266933664679527
66,13.987791262567043,1.5264939442276955
67,13.978573627769947,1.5268594101071358
68,13.99139166623354,1.5267768576741219
69,13.981682889163494,1.526916153728962
70,13.989322636276484,1.5267921835184097
71,13.995394997298717,1.5265995860099792
72,14.00995647907257,1.5267305076122284
73,14.009370282292366,1.5267864763736725
74,14.008733376860619,1.5266646295785904
75,14.024277787655592,1.5264653787016869
76,14.004214972257614,1.5265754237771034
77,13.994835942983627,1.5264908373355865
78,13.974612727761269,1.5265216752886772
79,13.988386791199446,1.5264520645141602
80,14.019026730209589,1.5264521464705467
81,14.002675950527191,1.5264019668102264
82,14.014100641012192,1.5264327600598335
83,13.988904863595963,1.526451326906681
84,13.984685223549604,1.526425413787365
85,13.996470119804144,1.5263764783740044
86,13.98748004436493,1.5263779014348984
87,13.993856742978096,1.5264034122228622
88,13.983723111450672,1.526440180838108
89,13.98020514845848,1.5264458656311035
90,14.016535118222237,1.5264156386256218
91,14.004247039556503,1.5264324322342873
92,13.978939987719059,1.5264285057783127
93,14.014994505792856,1.5264300480484962
94,14.015795201063156,1.5264439806342125
95,13.989831991493702,1.5264026522636414
96,14.011471174657345,1.5264268293976784
97,14.003177620470524,1.5263935402035713
98,13.994889862835407,1.5263883844017982
99,13.996948182582855,1.526396170258522
